SYMBOL,NAME,CLOSE,VOLUME,UPDATE_DATE,UPDATE_TIME
LMW,LMW,14195.0,1759,2026-01-25,10:17:31
FIVESTAR,FIVESTAR,512.7,368658,2026-01-25,10:17:31
CEATLTD,CEATLTD,3718.2,134863,2026-01-25,10:17:31
NAVA,NAVA,530.75,352103,2026-01-25,10:17:31
APLLTD,APLLTD,764.55,22832,2026-01-25,10:17:31
MAHSCOOTER,MAHSCOOTER,13101.0,2500,2026-01-25,10:17:31
NATCOPHARM,NATCOPHARM,831.95,318161,2026-01-25,10:17:31
KAJARIACER,KAJARIACER,934.15,383467,2026-01-25,10:17:31
DEEPAKFERT,DEEPAKFERT,1179.6,117370,2026-01-25,10:17:31
SOBHA,SOBHA,1381.8,152149,2026-01-25,10:17:31
TRITURBINE,TRITURBINE,462.3,140568,2026-01-25,10:17:31
COHANCE,COHANCE,381.6,380413,2026-01-25,10:17:31
PGEL,PGEL,510.35,1960594,2026-01-25,10:17:31
CROMPTON,CROMPTON,225.3,3859058,2026-01-25,10:17:31
SCHNEIDER,SCHNEIDER,606.7,360527,2026-01-25,10:17:31
AGARWALEYE,AGARWALEYE,458.7,150769,2026-01-25,10:17:31
DOMS,DOMS,2383.0,25230,2026-01-25,10:17:31
IRCON,IRCON,152.88,2801912,2026-01-25,10:17:31
ABREL,ABREL,1288.6,240373,2026-01-25,10:17:31
BELRISE,BELRISE,159.88,3693739,2026-01-25,10:17:31
NIVABUPA,NIVABUPA,77.0,708310,2026-01-25,10:17:31
FIRSTCRY,FIRSTCRY,271.75,800566,2026-01-25,10:17:31
DEVYANI,DEVYANI,114.59,2582161,2026-01-25,10:17:31
OLAELEC,OLAELEC,31.95,40687720,2026-01-25,10:17:31
RATNAMANI,RATNAMANI,2007.0,16464,2026-01-25,10:17:31
TRAVELFOOD,TRAVELFOOD,1065.1,18773,2026-01-25,10:17:31
JKTYRE,JKTYRE,508.05,888416,2026-01-25,10:17:31
CANHLIFE,CANHLIFE,146.52,1711794,2026-01-25,10:17:31
ANURAS,ANURAS,1230.2,193251,2026-01-25,10:17:31
EMMVEE,EMMVEE,198.45,1073599,2026-01-25,10:17:31
GRANULES,GRANULES,565.0,972151,2026-01-25,10:17:31
BEML,BEML,1645.4,172413,2026-01-25,10:17:31
THELEELA,THELEELA,408.05,123819,2026-01-25,10:17:31
VGUARD,VGUARD,311.0,107609,2026-01-25,10:17:31
ACUTAAS,ACUTAAS,1653.4,206857,2026-01-25,10:17:31
ELGIEQUIP,ELGIEQUIP,425.0,188655,2026-01-25,10:17:31
PARADEEP,PARADEEP,129.06,4133015,2026-01-25,10:17:31
INDIACEM,INDIACEM,431.5,783486,2026-01-25,10:17:31
AKZOINDIA,AKZOINDIA,2938.6,20440,2026-01-25,10:17:31
ZYDUSWELL,ZYDUSWELL,418.55,73242,2026-01-25,10:17:31
INDIAMART,INDIAMART,2194.0,112154,2026-01-25,10:17:31
TEGA,TEGA,1744.8,113191,2026-01-25,10:17:31
CAPLIPOINT,CAPLIPOINT,1723.0,65712,2026-01-25,10:17:31
CONCORDBIO,CONCORDBIO,1247.9,84026,2026-01-25,10:17:31
APTUS,APTUS,259.7,369166,2026-01-25,10:17:31
JAINREC,JAINREC,377.95,621590,2026-01-25,10:17:31
MINDACORP,MINDACORP,542.9,402595,2026-01-25,10:17:31
GALLANTT,GALLANTT,535.7,47132,2026-01-25,10:17:31
TRIDENT,TRIDENT,25.36,6418372,2026-01-25,10:17:31
GABRIEL,GABRIEL,900.7,337238,2026-01-25,10:17:31
SWANCORP,SWANCORP,410.0,6761819,2026-01-25,10:17:31
JWL,JWL,303.75,1927811,2026-01-25,10:17:31
IGIL,IGIL,296.95,265179,2026-01-25,10:17:31
AETHER,AETHER,968.35,152706,2026-01-25,10:17:31
AARTIIND,AARTIIND,352.8,926961,2026-01-25,10:17:31
SYRMA,SYRMA,665.35,788279,2026-01-25,10:17:31
ABLBL,ABLBL,103.52,2192555,2026-01-25,10:17:31
BLUEDART,BLUEDART,5298.5,15655,2026-01-25,10:17:31
CHENNPETRO,CHENNPETRO,842.2,828608,2026-01-25,10:17:31
ABDL,ABDL,448.7,790604,2026-01-25,10:17:31
UTIAMC,UTIAMC,974.6,139259,2026-01-25,10:17:31
JBMA,JBMA,529.0,431556,2026-01-25,10:17:31
NUVOCO,NUVOCO,349.85,315634,2026-01-25,10:17:31
AFCONS,AFCONS,340.4,294504,2026-01-25,10:17:31
USHAMART,USHAMART,408.85,282363,2026-01-25,10:17:31
INTELLECT,INTELLECT,891.05,208090,2026-01-25,10:17:31
CCL,CCL,925.65,78502,2026-01-25,10:17:31
JMFINANCIL,JMFINANCIL,128.26,1657510,2026-01-25,10:17:31
UJJIVANSFB,UJJIVANSFB,63.06,126126053,2026-01-25,10:17:31
DATAPATTNS,DATAPATTNS,2182.5,452250,2026-01-25,10:17:31
SIGNATURE,SIGNATURE,862.3,271748,2026-01-25,10:17:31
BBTC,BBTC,1733.2,27322,2026-01-25,10:17:31
KSB,KSB,693.45,30658,2026-01-25,10:17:31
CYIENT,CYIENT,1085.8,738409,2026-01-25,10:17:31
ACMESOLAR,ACMESOLAR,198.96,336073,2026-01-25,10:17:31
RAINBOW,RAINBOW,1185.6,73221,2026-01-25,10:17:31
LTFOODS,LTFOODS,345.9,382311,2026-01-25,10:17:31
CANFINHOME,CANFINHOME,898.1,119053,2026-01-25,10:17:31
GRAPHITE,GRAPHITE,609.9,717328,2026-01-25,10:17:31
FINEORG,FINEORG,3886.8,10551,2026-01-25,10:17:31
SHRIPISTON,SHRIPISTON,2700.3,65847,2026-01-25,10:17:31
KIRLOSBROS,KIRLOSBROS,1490.6,57724,2026-01-25,10:17:31
MANYAVAR,MANYAVAR,484.5,72952,2026-01-25,10:17:31
SOUTHBANK,SOUTHBANK,45.0,25458970,2026-01-25,10:17:31
CARTRADE,CARTRADE,2446.9,254007,2026-01-25,10:17:31
RPOWER,RPOWER,28.27,54023006,2026-01-25,10:17:31
AAVAS,AAVAS,1479.5,227896,2026-01-25,10:17:31
VTL,VTL,403.45,88011,2026-01-25,10:17:31
ZENTEC,ZENTEC,1287.6,260916,2026-01-25,10:17:31
NSLNISP,NSLNISP,39.59,4058128,2026-01-25,10:17:31
WELSPUNLIV,WELSPUNLIV,120.78,1417728,2026-01-25,10:17:31
HOMEFIRST,HOMEFIRST,1112.8,3109946,2026-01-25,10:17:31
SAMMAANCAP,SAMMAANCAP,138.91,7576715,2026-01-25,10:17:31
J&KBANK,J&KBANK,104.1,3245025,2026-01-25,10:17:31
GRAVITA,GRAVITA,1549.9,399195,2026-01-25,10:17:31
INDGN,INDGN,474.3,165610,2026-01-25,10:17:31
IEX,IEX,127.53,9239745,2026-01-25,10:17:31
JINDALSAW,JINDALSAW,177.72,6339965,2026-01-25,10:17:31
BLS,BLS,275.05,724443,2026-01-25,10:17:31
BSOFT,BSOFT,405.8,819490,2026-01-25,10:17:31
SBFC,SBFC,101.86,785431,2026-01-25,10:17:31
THANGAMAYL,THANGAMAYL,3568.0,222378,2026-01-25,10:17:31
CELLO,CELLO,501.0,38457,2026-01-25,10:17:31
FINCABLES,FINCABLES,721.75,149074,2026-01-25,10:17:31
BATAINDIA,BATAINDIA,851.7,105440,2026-01-25,10:17:31
ALIVUS,ALIVUS,883.5,208919,2026-01-25,10:17:31
FINPIPE,FINPIPE,173.77,315545,2026-01-25,10:17:31
CEMPRO,CEMPRO,625.05,169150,2026-01-25,10:17:31
CUPID,CUPID,397.2,18797849,2026-01-25,10:17:31
RUBICON,RUBICON,650.05,62983,2026-01-25,10:17:31
MGL,MGL,1077.0,117812,2026-01-25,10:17:31
PRIVISCL,PRIVISCL,2717.4,110419,2026-01-25,10:17:31
TITAGARH,TITAGARH,786.55,420671,2026-01-25,10:17:31
RAILTEL,RAILTEL,328.2,1338647,2026-01-25,10:17:31
RITES,RITES,217.79,370462,2026-01-25,10:17:31
PCBL,PCBL,264.65,619159,2026-01-25,10:17:31
TECHNOE,TECHNOE,893.4,158456,2026-01-25,10:17:31
IIFLCAPS,IIFLCAPS,333.0,237824,2026-01-25,10:17:31
SANSERA,SANSERA,1661.0,91332,2026-01-25,10:17:31
AVANTIFEED,AVANTIFEED,755.1,328815,2026-01-25,10:17:31
NAZARA,NAZARA,277.9,1565813,2026-01-25,10:17:31
VIJAYA,VIJAYA,996.3,44506,2026-01-25,10:17:31
HEG,HEG,528.9,650372,2026-01-25,10:17:31
EUREKAFORB,EUREKAFORB,523.2,70252,2026-01-25,10:17:31
JPPOWER,JPPOWER,14.75,38847511,2026-01-25,10:17:31
WHIRLPOOL,WHIRLPOOL,796.75,323756,2026-01-25,10:17:31
JUBLINGREA,JUBLINGREA,638.6,135824,2026-01-25,10:17:31
SANDUMA,SANDUMA,205.33,1794723,2026-01-25,10:17:31
INGERRAND,INGERRAND,3147.6,10866,2026-01-25,10:17:31
INOXINDIA,INOXINDIA,1094.7,53867,2026-01-25,10:17:31
JKLAKSHMI,JKLAKSHMI,794.35,175502,2026-01-25,10:17:31
EDELWEISS,EDELWEISS,104.1,2801017,2026-01-25,10:17:31
GODREJAGRO,GODREJAGRO,513.0,61614,2026-01-25,10:17:31
LEMONTREE,LEMONTREE,124.03,4145408,2026-01-25,10:17:31
TDPOWERSYS,TDPOWERSYS,624.3,493903,2026-01-25,10:17:31
BLACKBUCK,BLACKBUCK,536.0,757150,2026-01-25,10:17:31
SAFARI,SAFARI,1981.6,11014,2026-01-25,10:17:31
HAPPYFORGE,HAPPYFORGE,1022.2,19469,2026-01-25,10:17:31
MMTC,MMTC,63.83,5024975,2026-01-25,10:17:31
SPLPETRO,SPLPETRO,501.45,55991,2026-01-25,10:17:31
ACE,ACE,791.35,191227,2026-01-25,10:17:31
ENGINERSIN,ENGINERSIN,167.15,2791086,2026-01-25,10:17:31
SCI,SCI,201.74,946438,2026-01-25,10:17:31
LUMAXTECH,LUMAXTECH,1377.6,140415,2026-01-25,10:17:31
METROPOLIS,METROPOLIS,1813.4,47123,2026-01-25,10:17:31
SANOFI,SANOFI,4065.8,5657,2026-01-25,10:17:31
PRUDENT,PRUDENT,2262.1,17187,2026-01-25,10:17:31
HFCL,HFCL,61.1,13573172,2026-01-25,10:17:31
SANOFICONR,SANOFICONR,4079.0,2383,2026-01-25,10:17:31
VESUVIUS,VESUVIUS,461.05,25709,2026-01-25,10:17:31
SWANDEF,SWANDEF,1748.5,22295,2026-01-25,10:17:31
MEDPLUS,MEDPLUS,775.4,99620,2026-01-25,10:17:31
RKFORGE,RKFORGE,510.5,389553,2026-01-25,10:17:31
WAAREERTL,WAAREERTL,873.75,467288,2026-01-25,10:17:31
JYOTHYLAB,JYOTHYLAB,249.25,930761,2026-01-25,10:17:31
PVRINOX,PVRINOX,931.0,352758,2026-01-25,10:17:31
CLEAN,CLEAN,854.45,149535,2026-01-25,10:17:31
AEQUS,AEQUS,134.53,693887,2026-01-25,10:17:31
AZAD,AZAD,1391.2,136780,2026-01-25,10:17:31
IXIGO,IXIGO,204.55,21346874,2026-01-25,10:17:31
PGHL,PGHL,5395.5,32077,2026-01-25,10:17:31
NCC,NCC,141.82,1674636,2026-01-25,10:17:31
GRINFRA,GRINFRA,920.15,23710,2026-01-25,10:17:31
RELAXO,RELAXO,357.7,52881,2026-01-25,10:17:31
NEWGEN,NEWGEN,624.25,497938,2026-01-25,10:17:31
HONASA,HONASA,271.8,227394,2026-01-25,10:17:31
TMB,TMB,552.35,221263,2026-01-25,10:17:31
HCG,HCG,618.35,141645,2026-01-25,10:17:31
SHAILY,SHAILY,1890.3,284675,2026-01-25,10:17:31
RHIM,RHIM,418.75,199185,2026-01-25,10:17:31
SONATSOFTW,SONATSOFTW,308.2,371675,2026-01-25,10:17:31
JLHL,JLHL,1321.4,5967,2026-01-25,10:17:31
ASTRAMICRO,ASTRAMICRO,909.85,150217,2026-01-25,10:17:31
SKFINDIA,SKFINDIA,1744.2,27531,2026-01-25,10:17:31
STARCEMENT,STARCEMENT,211.81,122288,2026-01-25,10:17:31
TIMETECHNO,TIMETECHNO,173.46,1550844,2026-01-25,10:17:31
CORONA,CORONA,1404.8,111406,2026-01-25,10:17:31
JSLL,JSLL,684.2,137480,2026-01-25,10:17:31
EMBDL,EMBDL,61.41,2317072,2026-01-25,10:17:31
CSBBANK,CSBBANK,488.4,760452,2026-01-25,10:17:31
VARROC,VARROC,552.85,52887,2026-01-25,10:17:31
INDIASHLTR,INDIASHLTR,776.6,232217,2026-01-25,10:17:31
ELECON,ELECON,375.0,370363,2026-01-25,10:17:31
ASKAUTOLTD,ASKAUTOLTD,425.35,77666,2026-01-25,10:17:31
ESABINDIA,ESABINDIA,5442.0,2049,2026-01-25,10:17:31
BALRAMCHIN,BALRAMCHIN,413.0,298144,2026-01-25,10:17:31
TTML,TTML,42.4,1263690,2026-01-25,10:17:31
BBOX,BBOX,479.55,176026,2026-01-25,10:17:31
OLECTRA,OLECTRA,989.4,660610,2026-01-25,10:17:31
LATENTVIEW,LATENTVIEW,391.95,326068,2026-01-25,10:17:31
EQUITASBNK,EQUITASBNK,71.05,14698158,2026-01-25,10:17:31
ORKLAINDIA,ORKLAINDIA,590.9,48080,2026-01-25,10:17:31
KPIGREEN,KPIGREEN,410.05,1150571,2026-01-25,10:17:31
TI,TI,388.8,572019,2026-01-25,10:17:31
NESCO,NESCO,1144.2,42670,2026-01-25,10:17:31
LLOYDSENT,LLOYDSENT,52.85,945559,2026-01-25,10:17:31
LLOYDPP.E1,LLOYDPP.E1,37.01,1911103,2026-01-25,10:17:31
GPPL,GPPL,165.88,3180448,2026-01-25,10:17:31
ALKYLAMINE,ALKYLAMINE,1562.3,28053,2026-01-25,10:17:31
TTKPRESTIG,TTKPRESTIG,580.7,11361,2026-01-25,10:17:31
BIRLACORPN,BIRLACORPN,1029.0,116519,2026-01-25,10:17:31
SHAKTIPUMP,SHAKTIPUMP,638.95,986851,2026-01-25,10:17:31
APOLLO,APOLLO,222.4,2165570,2026-01-25,10:17:31
BANCOINDIA,BANCOINDIA,549.15,214258,2026-01-25,10:17:31
ZEEL,ZEEL,81.39,10783093,2026-01-25,10:17:31
GENUSPOWER,GENUSPOWER,256.7,394466,2026-01-25,10:17:31
ARVIND,ARVIND,298.15,613273,2026-01-25,10:17:31
WEWORK,WEWORK,579.75,62849,2026-01-25,10:17:31
PCJEWELLER,PCJEWELLER,10.69,61528537,2026-01-25,10:17:31
WESTLIFE,WESTLIFE,491.2,49821,2026-01-25,10:17:31
TCI,TCI,1001.5,42155,2026-01-25,10:17:31
CAMPUS,CAMPUS,250.4,189639,2026-01-25,10:17:31
PNGJL,PNGJL,557.55,436506,2026-01-25,10:17:31
DBL,DBL,466.15,375254,2026-01-25,10:17:31
BLUEJET,BLUEJET,432.45,348855,2026-01-25,10:17:31
ABFRL,ABFRL,61.64,7741505,2026-01-25,10:17:31
LOTUSDEV,LOTUSDEV,152.5,5500836,2026-01-25,10:17:31
KRBL,KRBL,325.2,336233,2026-01-25,10:17:31
MARKSANS,MARKSANS,163.27,1048756,2026-01-25,10:17:31
RELIGARE,RELIGARE,222.11,760038,2026-01-25,10:17:31
MAHLIFE,MAHLIFE,345.1,76058,2026-01-25,10:17:31
MTARTECH,MTARTECH,2400.2,218298,2026-01-25,10:17:31
STAR,STAR,796.25,356502,2026-01-25,10:17:31
RATEGAIN,RATEGAIN,615.0,2271781,2026-01-25,10:17:31
AMAGI,AMAGI,375.65,4941533,2026-01-25,10:17:31
GMRP&UI,GMRP&UI,101.59,604331,2026-01-25,10:17:31
SHARDACROP,SHARDACROP,806.35,83304,2026-01-25,10:17:31
DODLA,DODLA,1200.0,39337,2026-01-25,10:17:31
TRIVENI,TRIVENI,330.9,157133,2026-01-25,10:17:31
ALOKINDS,ALOKINDS,14.43,5347962,2026-01-25,10:17:31
MAPMYINDIA,MAPMYINDIA,1305.5,172277,2026-01-25,10:17:31
VIKRAMSOLR,VIKRAMSOLR,196.1,1291331,2026-01-25,10:17:31
BORORENEW,BORORENEW,504.25,137414,2026-01-25,10:17:31
PRICOLLTD,PRICOLLTD,581.5,241928,2026-01-25,10:17:31
RCF,RCF,128.23,883755,2026-01-25,10:17:31
THYROCARE,THYROCARE,440.25,211818,2026-01-25,10:17:31
TARIL,TARIL,232.5,2520464,2026-01-25,10:17:31
JAYNECOIND,JAYNECOIND,71.56,3916481,2026-01-25,10:17:31
BLUESTONE,BLUESTONE,456.9,3708844,2026-01-25,10:17:31
SUDARSCHEM,SUDARSCHEM,883.85,64625,2026-01-25,10:17:31
KIRLPNU,KIRLPNU,1068.0,184120,2026-01-25,10:17:31
AARTIPHARM,AARTIPHARM,768.7,277301,2026-01-25,10:17:31
GSFC,GSFC,173.32,729966,2026-01-25,10:17:31
VOLTAMP,VOLTAMP,6826.0,14709,2026-01-25,10:17:31
KALPATARU,KALPATARU,333.25,53136,2026-01-25,10:17:31
GRWRHITECH,GRWRHITECH,2935.7,58299,2026-01-25,10:17:31
GNFC,GNFC,464.2,316135,2026-01-25,10:17:31
ACI,ACI,552.8,102826,2026-01-25,10:17:31
MAHSEAMLES,MAHSEAMLES,508.55,95397,2026-01-25,10:17:31
BECTORFOOD,BECTORFOOD,221.9,462610,2026-01-25,10:17:31
KTKBANK,KTKBANK,179.06,1616531,2026-01-25,10:17:31
MOIL,MOIL,332.65,1026069,2026-01-25,10:17:31
PARKHOSPS,PARKHOSPS,156.14,2342575,2026-01-25,10:17:31
GALAXYSURF,GALAXYSURF,1903.7,5305,2026-01-25,10:17:31
TIPSMUSIC,TIPSMUSIC,524.7,304088,2026-01-25,10:17:31
AKUMS,AKUMS,424.8,81267,2026-01-25,10:17:31
V2RETAIL,V2RETAIL,1826.0,177139,2026-01-25,10:17:31
ETHOSLTD,ETHOSLTD,2476.5,21840,2026-01-25,10:17:31
WABAG,WABAG,1061.1,300519,2026-01-25,10:17:31
MANORAMA,MANORAMA,1093.0,223864,2026-01-25,10:17:31
ASHAPURMIN,ASHAPURMIN,681.6,1031080,2026-01-25,10:17:31
DIACABS,DIACABS,123.4,1188295,2026-01-25,10:17:31
EPL,EPL,202.69,385010,2026-01-25,10:17:31
WELENT,WELENT,467.1,87158,2026-01-25,10:17:31
SAREGAMA,SAREGAMA,333.75,332695,2026-01-25,10:17:31
PGIL,PGIL,1389.6,30086,2026-01-25,10:17:31
TANLA,TANLA,481.0,22732971,2026-01-25,10:17:31
CERA,CERA,4939.0,13544,2026-01-25,10:17:31
LLOYDSENGG,LLOYDSENGG,43.12,3437468,2026-01-25,10:17:31
LLOYDSENPP.E1,LLOYDSENPP.E1,24.55,1767704,2026-01-25,10:17:31
GREENLAM,GREENLAM,250.0,30953,2026-01-25,10:17:31
SUDEEPPHRM,SUDEEPPHRM,560.9,221224,2026-01-25,10:17:31
UTLSOLAR,UTLSOLAR,205.92,140260,2026-01-25,10:17:31
POWERMECH,POWERMECH,1993.7,49063,2026-01-25,10:17:31
GAEL,GAEL,135.93,885850,2026-01-25,10:17:31
MASTEK,MASTEK,2007.5,130208,2026-01-25,10:17:31
AVL,AVL,481.75,62178,2026-01-25,10:17:31
REDTAPE,REDTAPE,111.92,308391,2026-01-25,10:17:31
HAPPSTMNDS,HAPPSTMNDS,406.15,254129,2026-01-25,10:17:31
MAXESTATES,MAXESTATES,379.45,58626,2026-01-25,10:17:31
MIDHANI,MIDHANI,329.7,425803,2026-01-25,10:17:31
TRANSRAILL,TRANSRAILL,459.35,674437,2026-01-25,10:17:31
PRSMJOHNSN,PRSMJOHNSN,120.2,249199,2026-01-25,10:17:31
GARFIBRES,GARFIBRES,613.1,67505,2026-01-25,10:17:31
RUSTOMJEE,RUSTOMJEE,476.2,33770,2026-01-25,10:17:31
GANESHHOU,GANESHHOU,720.25,27349,2026-01-25,10:17:31
FDC,FDC,369.6,49081,2026-01-25,10:17:31
JAIBALAJI,JAIBALAJI,65.43,1225433,2026-01-25,10:17:31
IMFA,IMFA,1107.2,181150,2026-01-25,10:17:31
WAKEFIT,WAKEFIT,182.25,159675,2026-01-25,10:17:31
INOXGREEN,INOXGREEN,158.65,1774969,2026-01-25,10:17:31
SAPPHIRE,SAPPHIRE,184.9,538588,2026-01-25,10:17:31
PICCADIL,PICCADIL,602.65,313822,2026-01-25,10:17:31
DCBBANK,DCBBANK,182.9,1862542,2026-01-25,10:17:31
ARVINDFASN,ARVINDFASN,436.75,416030,2026-01-25,10:17:31
MHRIL,MHRIL,289.5,72695,2026-01-25,10:17:31
SYMPHONY,SYMPHONY,850.0,30617,2026-01-25,10:17:31
THOMASCOOK,THOMASCOOK,123.89,215424,2026-01-25,10:17:31
RELINFRA,RELINFRA,141.09,34582,2026-01-25,10:17:31
SUPRIYA,SUPRIYA,716.05,112645,2026-01-25,10:17:31
ICRA,ICRA,5972.0,3723,2026-01-25,10:17:31
SUPRAJIT,SUPRAJIT,415.0,44573,2026-01-25,10:17:31
NETWORK18,NETWORK18,36.45,2988178,2026-01-25,10:17:31
FIEMIND,FIEMIND,2145.6,51214,2026-01-25,10:17:31
SFL,SFL,517.55,62968,2026-01-25,10:17:31
ATLANTAELE,ATLANTAELE,728.3,114737,2026-01-25,10:17:31
AJAXENGG,AJAXENGG,486.75,328872,2026-01-25,10:17:31
AHLUCONT,AHLUCONT,830.95,61094,2026-01-25,10:17:31
PNCINFRA,PNCINFRA,216.3,368961,2026-01-25,10:17:31
RAYMONDLSL,RAYMONDLSL,910.8,63160,2026-01-25,10:17:31
DBREALTY,DBREALTY,102.65,5880825,2026-01-25,10:17:31
LGBBROSLTD,LGBBROSLTD,1730.0,39618,2026-01-25,10:17:31
MASFIN,MASFIN,301.9,151301,2026-01-25,10:17:31
IFBIND,IFBIND,1351.2,50014,2026-01-25,10:17:31
JUSTDIAL,JUSTDIAL,644.65,256396,2026-01-25,10:17:31
INFIBEAM,INFIBEAM,15.84,15521589,2026-01-25,10:17:31
INDIAGLYCO,INDIAGLYCO,812.6,117579,2026-01-25,10:17:31
FEDFINA,FEDFINA,145.25,1176609,2026-01-25,10:17:31
ISGEC,ISGEC,736.95,17167,2026-01-25,10:17:31
SUNTECK,SUNTECK,369.7,428943,2026-01-25,10:17:31
PURVA,PURVA,227.38,90776,2026-01-25,10:17:31
TEJASNET,TEJASNET,304.05,1823137,2026-01-25,10:17:31
HNDFDS,HNDFDS,449.75,30538,2026-01-25,10:17:31
JKPAPER,JKPAPER,318.05,148351,2026-01-25,10:17:31
DYNAMATECH,DYNAMATECH,7899.5,28059,2026-01-25,10:17:31
AVALON,AVALON,803.35,172550,2026-01-25,10:17:31
KINGFA,KINGFA,3913.9,3348,2026-01-25,10:17:31
YATHARTH,YATHARTH,550.8,486469,2026-01-25,10:17:31
SMLMAH,SMLMAH,3676.3,99448,2026-01-25,10:17:31
VIYASH,VIYASH,207.16,958755,2026-01-25,10:17:31
CMSINFO,CMSINFO,319.6,540328,2026-01-25,10:17:31
PRAJIND,PRAJIND,283.55,661459,2026-01-25,10:17:31
RALLIS,RALLIS,268.5,3255846,2026-01-25,10:17:31
SHREEJISPG,SHREEJISPG,320.95,1673596,2026-01-25,10:17:31
SHILPAMED,SHILPAMED,267.0,242372,2026-01-25,10:17:31
GULFOILLUB,GULFOILLUB,1053.4,41100,2026-01-25,10:17:31
SABTNL,SABTNL,2026.0,146090,2026-01-25,10:17:31
SURYAROSNI,SURYAROSNI,236.8,225584,2026-01-25,10:17:31
IONEXCHANG,IONEXCHANG,349.55,128853,2026-01-25,10:17:31
NEPHROPLUS,NEPHROPLUS,508.55,276094,2026-01-25,10:17:31
GHCL,GHCL,526.8,38136,2026-01-25,10:17:31
PILANIINVS,PILANIINVS,4576.5,2444,2026-01-25,10:17:31
NIITMTS,NIITMTS,370.35,91790,2026-01-25,10:17:31
AURIONPRO,AURIONPRO,915.0,199820,2026-01-25,10:17:31
ENTERO,ENTERO,1158.4,69539,2026-01-25,10:17:31
PARAS,PARAS,622.95,434381,2026-01-25,10:17:31
SJS,SJS,1571.4,102619,2026-01-25,10:17:31
SENCO,SENCO,305.85,1041133,2026-01-25,10:17:31
SMARTWORKS,SMARTWORKS,439.85,38339,2026-01-25,10:17:31
INDIGOPNTS,INDIGOPNTS,1047.5,50725,2026-01-25,10:17:31
HMT,HMT,42.06,12683,2026-01-25,10:17:31
CRAMC,CRAMC,250.35,770992,2026-01-25,10:17:31
DHANUKA,DHANUKA,1086.4,16567,2026-01-25,10:17:31
JUNIPER,JUNIPER,221.75,108168,2026-01-25,10:17:31
VIPIND,VIPIND,348.8,153900,2026-01-25,10:17:31
AXISCADES,AXISCADES,1152.4,150850,2026-01-25,10:17:31
RENUKA,RENUKA,23.05,2227440,2026-01-25,10:17:31
CAPILLARY,CAPILLARY,616.55,100922,2026-01-25,10:17:31
SUBROS,SUBROS,745.15,45602,2026-01-25,10:17:31
TEXRAIL,TEXRAIL,119.26,987316,2026-01-25,10:17:31
RAJESHEXPO,RAJESHEXPO,163.18,70947,2026-01-25,10:17:31
SHARDAMOTR,SHARDAMOTR,840.05,38929,2026-01-25,10:17:31
HCC,HCC,18.17,15420673,2026-01-25,10:17:31
CEIGALL,CEIGALL,274.85,205268,2026-01-25,10:17:31
CARERATING,CARERATING,1566.5,18425,2026-01-25,10:17:31
VSTTILLERS,VSTTILLERS,5432.0,6163,2026-01-25,10:17:31
SKYGOLD,SKYGOLD,301.5,781656,2026-01-25,10:17:31
PTC,PTC,157.52,845586,2026-01-25,10:17:31
JAMNAAUTO,JAMNAAUTO,116.43,1253554,2026-01-25,10:17:31
QPOWER,QPOWER,598.05,1390581,2026-01-25,10:17:31
SAATVIKGL,SAATVIKGL,363.15,156657,2026-01-25,10:17:31
TARC,TARC,156.03,637487,2026-01-25,10:17:31
EPIGRAL,EPIGRAL,1065.6,28955,2026-01-25,10:17:31
MIDWESTLTD,MIDWESTLTD,1267.4,79176,2026-01-25,10:17:31
RTNINDIA,RTNINDIA,32.94,2533098,2026-01-25,10:17:31
VMART,VMART,573.8,452035,2026-01-25,10:17:31
OSWALPUMPS,OSWALPUMPS,399.25,405877,2026-01-25,10:17:31
BAJAJELEC,BAJAJELEC,392.55,210544,2026-01-25,10:17:31
RAIN,RAIN,134.58,1845780,2026-01-25,10:17:31
SIS,SIS,321.55,31020,2026-01-25,10:17:31
BANARISUG,BANARISUG,3588.6,1675,2026-01-25,10:17:31
GOKULAGRO,GOKULAGRO,152.82,322773,2026-01-25,10:17:31
TIIL,TIIL,1994.5,8632,2026-01-25,10:17:31
DBCORP,DBCORP,250.5,122463,2026-01-25,10:17:31
ICIL,ICIL,224.5,368775,2026-01-25,10:17:31
NORTHARC,NORTHARC,273.7,988730,2026-01-25,10:17:31
GMMPFAUDLR,GMMPFAUDLR,980.1,38444,2026-01-25,10:17:31
PDSL,PDSL,311.15,64055,2026-01-25,10:17:31
CIGNITITEC,CIGNITITEC,1596.9,90410,2026-01-25,10:17:31
RESPONIND,RESPONIND,163.68,891380,2026-01-25,10:17:31
VRLLOG,VRLLOG,249.75,275768,2026-01-25,10:17:31
SWSOLAR,SWSOLAR,184.94,2738137,2026-01-25,10:17:31
LUMAXIND,LUMAXIND,4631.5,17868,2026-01-25,10:17:31
BALUFORGE,BALUFORGE,379.3,713864,2026-01-25,10:17:31
UNIMECH,UNIMECH,849.25,41230,2026-01-25,10:17:31
ELECTCAST,ELECTCAST,69.85,1039810,2026-01-25,10:17:31
SUNFLAG,SUNFLAG,239.2,142835,2026-01-25,10:17:31
RTNPOWER,RTNPOWER,8.03,11201027,2026-01-25,10:17:31
ITDC,ITDC,501.05,28953,2026-01-25,10:17:31
STLTECH,STLTECH,88.39,1784575,2026-01-25,10:17:31
AGI,AGI,659.45,84636,2026-01-25,10:17:31
