SYMBOL,NAME,CLOSE,CHANGE%,VOLUME,FETCH_DATE
ABSLAMC,ABSLAMC,780.5,0.8072328059412335,1306938,2026-01-25 09:59
KELLTONTEC,KELLTONTEC,15.08,-3.703703703703704,1300210,2026-01-25 09:59
PFS,PFS,29.85,-2.7370478983382203,1298881,2026-01-25 09:59
VIKRAMSOLR,VIKRAMSOLR,196.1,-3.650567483909009,1291331,2026-01-25 09:59
ARFIN,ARFIN,78.34,0.16621915356093808,1290025,2026-01-25 09:59
JSWINFRA,JSWINFRA,256.35,-3.4099472494347984,1274179,2026-01-25 09:59
TTML,TTML,42.4,-2.4839006439742373,1263690,2026-01-25 09:59
MOSCHIP,MOSCHIP,169.22,-4.5895354082093,1256376,2026-01-25 09:59
JAMNAAUTO,JAMNAAUTO,116.43,-2.454758713136723,1253554,2026-01-25 09:59
AVANTEL,AVANTEL,136.23,-3.9483889163082724,1250485,2026-01-25 09:59
ICICIGI,ICICIGI,1795.7,-1.5893023510714088,1249414,2026-01-25 09:59
INVENTURE,INVENTURE,1.09,3.809523809523813,1241246,2026-01-25 09:59
GANDHAR,GANDHAR,163.11,3.045043906753441,1229124,2026-01-25 09:59
JAIBALAJI,JAIBALAJI,65.43,-5.869659041864477,1225433,2026-01-25 09:59
IGL,IGL,174.86,-2.5958110516934028,1217336,2026-01-25 09:59
HBLENGINE,HBLENGINE,706.1,-2.8213597577759426,1215987,2026-01-25 09:59
SURYODAY,SURYODAY,132.74,-4.9004155323112215,1213421,2026-01-25 09:59
PIDILITIND,PIDILITIND,1447.9,-0.33727973568281,1212874,2026-01-25 09:59
CDSL,CDSL,1326.3,-2.2335249889429423,1204091,2026-01-25 09:59
GODIGIT,GODIGIT,331.6,2.251002158495224,1197293,2026-01-25 09:59
CUB,CUB,275.45,-2.736581920903955,1194672,2026-01-25 09:59
KAYNES,KAYNES,3379.2,-4.19596280335677,1191544,2026-01-25 09:59
DIACABS,DIACABS,123.4,-4.444788601517718,1188295,2026-01-25 09:59
JPASSOCIAT,JPASSOCIAT,3.1,-4.907975460122691,1186523,2026-01-25 09:59
FEDFINA,FEDFINA,145.25,-3.5972655472223987,1176609,2026-01-25 09:59
TATATECH,TATATECH,657.55,0.8280303611132374,1175442,2026-01-25 09:59
KESORAMIND,KESORAMIND,10.07,-3.3589251439539316,1166815,2026-01-25 09:59
KPIGREEN,KPIGREEN,410.05,-5.5293168989747725,1150571,2026-01-25 09:59
DELTACORP,DELTACORP,64.07,-3.3343391671695954,1139261,2026-01-25 09:59
FCL,FCL,21.72,-2.992407324698534,1137782,2026-01-25 09:59
SBILIFE,SBILIFE,2002.6,-0.9594460929772548,1128576,2026-01-25 09:59
OBEROIRLTY,OBEROIRLTY,1453.9,-1.7767869206863907,1123854,2026-01-25 09:59
EXIDEIND,EXIDEIND,325.2,-2.7075542258788365,1123208,2026-01-25 09:59
HDBFS,HDBFS,695.4,-2.618680857022832,1115707,2026-01-25 09:59
SAKUMA,SAKUMA,1.96,0.5128205128205132,1106672,2026-01-25 09:59
ZENITHSTL,ZENITHSTL,5.09,-4.859813084112146,1100706,2026-01-25 09:59
SHRINGARMS,SHRINGARMS,222.33,-2.971982194291688,1084263,2026-01-25 09:59
CASTROLIND,CASTROLIND,183.68,-1.268544399053959,1082808,2026-01-25 09:59
EMMVEE,EMMVEE,198.45,-4.742475879614085,1073599,2026-01-25 09:59
PSB,PSB,26.92,-3.2350826743350054,1071704,2026-01-25 09:59
GARUDA,GARUDA,159.28,-6.360964138741913,1070705,2026-01-25 09:59
CHOLAFIN,CHOLAFIN,1643.2,-1.2499999999999973,1068908,2026-01-25 09:59
MARKSANS,MARKSANS,163.27,-3.8457008244994118,1048756,2026-01-25 09:59
BAJAJFINSV,BAJAJFINSV,1949.0,-2.2126335858712514,1046873,2026-01-25 09:59
INDOWIND,INDOWIND,14.01,-0.07132667617688865,1046081,2026-01-25 09:59
SENCO,SENCO,305.85,-1.8768046198267454,1041133,2026-01-25 09:59
ELECTCAST,ELECTCAST,69.85,-3.9334341906202717,1039810,2026-01-25 09:59
MGEL,MGEL,12.25,-3.6191974822974102,1036334,2026-01-25 09:59
ASHAPURMIN,ASHAPURMIN,681.6,-9.210789210789208,1031080,2026-01-25 09:59
MOIL,MOIL,332.65,-2.262376964889098,1026069,2026-01-25 09:59
TITAN,TITAN,4021.8,0.07962972179366627,1015415,2026-01-25 09:59
MITTAL,MITTAL,1.02,-3.7735849056603805,1009395,2026-01-25 09:59
UNOMINDA,UNOMINDA,1134.1,-3.357477631018329,1006084,2026-01-25 09:59
EXCELSOFT,EXCELSOFT,71.34,-5.296694544006366,1005484,2026-01-25 09:59
AWL,AWL,209.06,-0.46183878493548486,997078,2026-01-25 09:59
BESTAGRO,BESTAGRO,22.2,4.964539007092203,994355,2026-01-25 09:59
NILASPACES,NILASPACES,13.93,-1.135557132718241,992438,2026-01-25 09:59
LICHSGFIN,LICHSGFIN,506.45,-2.059562947205576,990874,2026-01-25 09:59
NORTHARC,NORTHARC,273.7,-1.144941669375525,988730,2026-01-25 09:59
TEXRAIL,TEXRAIL,119.26,-1.875925621194669,987316,2026-01-25 09:59
SHAKTIPUMP,SHAKTIPUMP,638.95,-2.204025407515111,986851,2026-01-25 09:59
GRANULES,GRANULES,565.0,-1.1027481183266157,972151,2026-01-25 09:59
PATELRMART,PATELRMART,194.38,0.7829107689116974,965428,2026-01-25 09:59
GVKPIL,GVKPIL,2.99,-0.33333333333332626,964922,2026-01-25 09:59
GVT&D,GVT&D,2712.7,2.3505885904014385,964232,2026-01-25 09:59
VIYASH,VIYASH,207.16,,958755,2026-01-25 09:59
ATHERENERG,ATHERENERG,621.2,-1.6543972136467873,957315,2026-01-25 09:59
UGROCAP,UGROCAP,146.89,-1.0441929399083882,950502,2026-01-25 09:59
SCI,SCI,201.74,-2.747782491322787,946438,2026-01-25 09:59
LLOYDSENT,LLOYDSENT,52.85,-4.620104674246518,945559,2026-01-25 09:59
FISCHER,FISCHER,35.72,-1.9758507135016437,940090,2026-01-25 09:59
YATRA,YATRA,143.44,-3.7767491782384086,938493,2026-01-25 09:59
JYOTHYLAB,JYOTHYLAB,249.25,0.34219001610305727,930761,2026-01-25 09:59
AARTIIND,AARTIIND,352.8,1.8328763169288564,926961,2026-01-25 09:59
LENSKART,LENSKART,423.95,-3.7898558947010073,921841,2026-01-25 09:59
STEELXIND,STEELXIND,7.92,-2.7027027027027106,917215,2026-01-25 09:59
KAMDHENU,KAMDHENU,21.08,-3.9197812215132313,899574,2026-01-25 09:59
KNRCON,KNRCON,134.36,-5.200028222676904,892526,2026-01-25 09:59
RESPONIND,RESPONIND,163.68,-4.465067413762917,891380,2026-01-25 09:59
JKTYRE,JKTYRE,508.05,-2.3356401384083108,888416,2026-01-25 09:59
GAEL,GAEL,135.93,-2.858572143214464,885850,2026-01-25 09:59
RCF,RCF,128.23,-2.1219754217235334,883755,2026-01-25 09:59
RADICO,RADICO,2962.0,-0.830320074996658,882356,2026-01-25 09:59
HITECH,HITECH,75.28,-3.5242855312059467,880520,2026-01-25 09:59
NLCINDIA,NLCINDIA,247.1,-0.7231820008035401,876967,2026-01-25 09:59
HUBTOWN,HUBTOWN,202.28,-7.385192985669152,875751,2026-01-25 09:59
MICEL,MICEL,34.03,-4.383253722955892,865157,2026-01-25 09:59
GODREJCP,GODREJCP,1240.4,-0.44943820224718367,863131,2026-01-25 09:59
GPIL,GPIL,241.85,-3.4723608062263085,859009,2026-01-25 09:59
PTC,PTC,157.52,0.22906592008145435,845586,2026-01-25 09:59
PHOENIXLTD,PHOENIXLTD,1726.5,-2.3583305055989165,843377,2026-01-25 09:59
GENESYS,GENESYS,308.6,-8.873468182489283,839694,2026-01-25 09:59
ECOSMOBLTY,ECOSMOBLTY,175.25,-6.513389523098264,831415,2026-01-25 09:59
CHENNPETRO,CHENNPETRO,842.2,1.7825850504562208,828608,2026-01-25 09:59
BDL,BDL,1408.0,-2.9768467475192977,826325,2026-01-25 09:59
BSOFT,BSOFT,405.8,-2.311025517573415,819490,2026-01-25 09:59
MSPL,MSPL,28.67,-4.782464297575549,810638,2026-01-25 09:59
ALLTIME,ALLTIME,227.7,-10.371974020862043,807211,2026-01-25 09:59
KIRIINDUS,KIRIINDUS,457.3,-5.409039197435097,806006,2026-01-25 09:59
TENNIND,TENNIND,511.9,-2.9481467437671944,804833,2026-01-25 09:59
SMCGLOBAL,SMCGLOBAL,71.81,-2.801840822956136,803373,2026-01-25 09:59
FIRSTCRY,FIRSTCRY,271.75,-0.7849580138736684,800566,2026-01-25 09:59
ABDL,ABDL,448.7,0.7182940516273824,790604,2026-01-25 09:59
SYRMA,SYRMA,665.35,-0.3295633285896086,788279,2026-01-25 09:59
MAZDOCK,MAZDOCK,2301.8,-2.8366399324609466,788229,2026-01-25 09:59
GKSL,GKSL,99.36,-2.3200943767204083,786773,2026-01-25 09:59
SBFC,SBFC,101.86,-1.4893617021276655,785431,2026-01-25 09:59
HAVELLS,HAVELLS,1287.0,-1.8905320933069032,783770,2026-01-25 09:59
INDIACEM,INDIACEM,431.5,-6.032229965156792,783486,2026-01-25 09:59
SKYGOLD,SKYGOLD,301.5,-3.750997605746209,781656,2026-01-25 09:59
LGEINDIA,LGEINDIA,1399.9,1.6040063869937682,778477,2026-01-25 09:59
PARAGMILK,PARAGMILK,260.85,-3.4782608695652093,777595,2026-01-25 09:59
LICI,LICI,802.45,-2.0566337117051035,777229,2026-01-25 09:59
ENRIN,ENRIN,2125.4,-3.5137098238605446,771845,2026-01-25 09:59
CRAMC,CRAMC,250.35,-5.116543490619681,770992,2026-01-25 09:59
MOBIKWIK,MOBIKWIK,197.9,-5.315535141859234,768624,2026-01-25 09:59
ZAGGLE,ZAGGLE,273.1,-4.141804141804126,767447,2026-01-25 09:59
ORIENTELEC,ORIENTELEC,178.37,4.621971963164992,767294,2026-01-25 09:59
CSBBANK,CSBBANK,488.4,-1.3930950938825024,760452,2026-01-25 09:59
RELIGARE,RELIGARE,222.11,-3.8568089342914016,760038,2026-01-25 09:59
MUFIN,MUFIN,112.53,-3.8122916488588716,759958,2026-01-25 09:59
BLACKBUCK,BLACKBUCK,536.0,-3.597122302158273,757150,2026-01-25 09:59
KPITTECH,KPITTECH,1114.5,0.4778218535881676,749846,2026-01-25 09:59
SERVOTECH,SERVOTECH,59.52,-5.583756345177659,745497,2026-01-25 09:59
ICICIPRULI,ICICIPRULI,638.7,-2.212355507923131,744889,2026-01-25 09:59
NESTLEIND,NESTLEIND,1293.8,-0.934150076569682,744221,2026-01-25 09:59
MOTILALOFS,MOTILALOFS,751.0,-2.946497803049878,740843,2026-01-25 09:59
TTL,TTL,7.34,-2.002670226969297,740320,2026-01-25 09:59
CYIENT,CYIENT,1085.8,-4.284203102961929,738409,2026-01-25 09:59
SKIL,SKIL,1.28,4.065040650406507,733699,2026-01-25 09:59
VASCONEQ,VASCONEQ,42.26,-4.453990504182679,730157,2026-01-25 09:59
GSFC,GSFC,173.32,-0.47088549442976524,729966,2026-01-25 09:59
ONESOURCE,ONESOURCE,1432.4,-7.365970380909259,727984,2026-01-25 09:59
SBICARD,SBICARD,770.55,-2.3507793689012884,727529,2026-01-25 09:59
EPACK,EPACK,236.2,-0.9228187919463159,724725,2026-01-25 09:59
BLS,BLS,275.05,-3.202533872954414,724443,2026-01-25 09:59
SITINET,SITINET,0.33,0.0,722475,2026-01-25 09:59
GRAPHITE,GRAPHITE,609.9,-4.096233980658867,717328,2026-01-25 09:59
TAKE,TAKE,38.24,-3.7260825780463165,715805,2026-01-25 09:59
BALUFORGE,BALUFORGE,379.3,-4.853881851247953,713864,2026-01-25 09:59
NIVABUPA,NIVABUPA,77.0,-0.5553403073744114,708310,2026-01-25 09:59
GSPL,GSPL,298.2,-1.258278145695368,705475,2026-01-25 09:59
HAL,HAL,4305.7,-1.0911513369475327,704843,2026-01-25 09:59
AEQUS,AEQUS,134.53,0.29074101684808024,693887,2026-01-25 09:59
FUSION,FUSION,176.75,0.3064525282333534,693253,2026-01-25 09:59
VIDYAWIRES,VIDYAWIRES,45.13,-1.6989762578958703,693190,2026-01-25 09:59
SHEKHAWATI,SHEKHAWATI,13.6,2.40963855421687,691810,2026-01-25 09:59
GOKEX,GOKEX,557.45,-6.710735503305148,690214,2026-01-25 09:59
ADVENTHTL,ADVENTHTL,175.8,-8.275070437232591,689007,2026-01-25 09:59
VIJIFIN,VIJIFIN,2.49,-4.961832061068698,684557,2026-01-25 09:59
DEN,DEN,27.93,-4.020618556701037,683328,2026-01-25 09:59
MIRCELECTR,MIRCELECTR,30.7,-1.6655989750160143,680971,2026-01-25 09:59
TRANSRAILL,TRANSRAILL,459.35,-1.553793399057008,674437,2026-01-25 09:59
KFINTECH,KFINTECH,1018.7,-1.4320270924044465,667451,2026-01-25 09:59
ONEPOINT,ONEPOINT,51.09,-1.6743648960738982,663113,2026-01-25 09:59
PRAJIND,PRAJIND,283.55,-3.6036036036035926,661459,2026-01-25 09:59
OLECTRA,OLECTRA,989.4,-3.0760188087774276,660610,2026-01-25 09:59
CHOLAHLDNG,CHOLAHLDNG,1622.5,-1.3977514433302947,656894,2026-01-25 09:59
RHFL,RHFL,2.92,-2.3411371237458285,653323,2026-01-25 09:59
HEG,HEG,528.9,-3.476594579797439,650372,2026-01-25 09:59
BHARATFORG,BHARATFORG,1408.8,-1.5857492141110756,650137,2026-01-25 09:59
BOMDYEING,BOMDYEING,111.22,-3.0846985012199424,645523,2026-01-25 09:59
NETWEB,NETWEB,3100.1,-1.3084171654144885,644309,2026-01-25 09:59
GATECHDVR,GATECHDVR,0.44,0.0,643873,2026-01-25 09:59
CGCL,CGCL,166.96,-0.9962049335863251,640822,2026-01-25 09:59
NECLIFE,NECLIFE,14.62,0.5502063273727653,640449,2026-01-25 09:59
MANINFRA,MANINFRA,105.39,-1.6700877029296568,638868,2026-01-25 09:59
TARC,TARC,156.03,-3.703017959637104,637487,2026-01-25 09:59
VIVIMEDLAB,VIVIMEDLAB,7.32,4.273504273504284,635494,2026-01-25 09:59
RAJOOENG,RAJOOENG,64.59,-3.43848108835401,629316,2026-01-25 09:59
CRIZAC,CRIZAC,225.8,3.0109489051094998,628492,2026-01-25 09:59
KAMOPAINTS,KAMOPAINTS,5.94,2.9462738301559934,627873,2026-01-25 09:59
QUADFUTURE,QUADFUTURE,293.2,-4.526212959947911,625169,2026-01-25 09:59
JAINREC,JAINREC,377.95,-1.1249182472204085,621590,2026-01-25 09:59
PCBL,PCBL,264.65,-4.785033279366797,619159,2026-01-25 09:59
TVSMOTOR,TVSMOTOR,3549.8,-0.5686115234867294,618661,2026-01-25 09:59
INFOBEAN,INFOBEAN,823.3,-7.9751858268596685,618144,2026-01-25 09:59
TATACOMM,TATACOMM,1560.2,0.7946249757736258,617465,2026-01-25 09:59
ARVIND,ARVIND,298.15,-1.4054232804232805,613273,2026-01-25 09:59
EMIL,EMIL,87.85,-0.8800631840234697,609916,2026-01-25 09:59
GRASIM,GRASIM,2759.0,-1.0259721624336315,606097,2026-01-25 09:59
GMRP&UI,GMRP&UI,101.59,-2.5328600211071675,604331,2026-01-25 09:59
TBZ,TBZ,163.43,-3.146853146853148,599867,2026-01-25 09:59
APOLLOTYRE,APOLLOTYRE,499.2,-0.9228937183685688,598625,2026-01-25 09:59
IOLCP,IOLCP,69.07,-4.042789663795514,585549,2026-01-25 09:59
SAMBHV,SAMBHV,86.23,-0.4502424382359738,585064,2026-01-25 09:59
PENIND,PENIND,157.44,-2.6525690966425475,582781,2026-01-25 09:59
COFFEEDAY,COFFEEDAY,31.36,-3.0303030303030423,580627,2026-01-25 09:59
LUPIN,LUPIN,2137.2,-1.201923076923077,578417,2026-01-25 09:59
HSCL,HSCL,446.8,-2.604904632152586,578372,2026-01-25 09:59
NFL,NFL,78.6,-1.688555347091943,576962,2026-01-25 09:59
PRAKASH,PRAKASH,111.9,-3.426253560024164,574135,2026-01-25 09:59
TI,TI,388.8,-3.7385491458281668,572019,2026-01-25 09:59
PNBGILTS,PNBGILTS,77.1,-3.841356946869559,571400,2026-01-25 09:59
HYUNDAI,HYUNDAI,2263.2,-0.6409693563965388,569772,2026-01-25 09:59
ZENSARTECH,ZENSARTECH,704.75,-2.4297383358715154,565176,2026-01-25 09:59
AIIL,AIIL,521.8,-5.98198198198199,564158,2026-01-25 09:59
DHANBANK,DHANBANK,24.05,-2.6315789473684155,562949,2026-01-25 09:59
SHANTIGOLD,SHANTIGOLD,192.28,-7.052738434765797,562625,2026-01-25 09:59
REFEX,REFEX,222.75,-4.807692307692308,561300,2026-01-25 09:59
STARHEALTH,STARHEALTH,425.15,-2.432587492828462,561220,2026-01-25 09:59
GICRE,GICRE,370.6,-2.1388962239239415,559088,2026-01-25 09:59
RNBDENIMS,RNBDENIMS,139.14,-5.411284840244737,558667,2026-01-25 09:59
SDBL,SDBL,89.91,-2.165397170837877,540408,2026-01-25 09:59
CMSINFO,CMSINFO,319.6,-2.3525817293003324,540328,2026-01-25 09:59
GRSE,GRSE,2234.8,-2.910765487879051,538599,2026-01-25 09:59
SAPPHIRE,SAPPHIRE,184.9,-4.592363261093914,538588,2026-01-25 09:59
ORIENTCEM,ORIENTCEM,158.78,-4.916462063596628,532173,2026-01-25 09:59
ANGELONE,ANGELONE,2515.1,-2.006545624561677,522156,2026-01-25 09:59
AUROPHARMA,AUROPHARMA,1132.5,-1.1176111062603644,511867,2026-01-25 09:59
SANWARIA,SANWARIA,0.25,4.1666666666666705,511314,2026-01-25 09:59
VAIBHAVGBL,VAIBHAVGBL,219.22,2.062479631267753,507249,2026-01-25 09:59
AEGISLOG,AEGISLOG,651.35,-1.0707776427703455,505613,2026-01-25 09:59
ADVANIHOTR,ADVANIHOTR,62.14,3.4115493426526826,500871,2026-01-25 09:59
PERSISTENT,PERSISTENT,6155.0,-2.618463729135353,499112,2026-01-25 09:59
NEWGEN,NEWGEN,624.25,-3.7245527452189973,497938,2026-01-25 09:59
TDPOWERSYS,TDPOWERSYS,624.3,-1.1088230635197214,493903,2026-01-25 09:59
GKENERGY,GKENERGY,118.21,-4.937675914756736,493475,2026-01-25 09:59
KEI,KEI,3807.2,-1.0705747843259608,490458,2026-01-25 09:59
DIXON,DIXON,10360.0,-1.445966514459665,486607,2026-01-25 09:59
YATHARTH,YATHARTH,550.8,-3.181578484795223,486469,2026-01-25 09:59
GEOJITFSL,GEOJITFSL,68.29,-1.613600345771489,484091,2026-01-25 09:59
NDTV,NDTV,81.12,-4.71044285210853,482296,2026-01-25 09:59
IDEAFORGE,IDEAFORGE,401.3,-6.56577415599534,482139,2026-01-25 09:59
MUTHOOTFIN,MUTHOOTFIN,3802.8,-1.5303348092907612,481529,2026-01-25 09:59
FILATEX,FILATEX,42.74,-2.730996813837041,479423,2026-01-25 09:59
SPARC,SPARC,124.94,-3.5584716325743058,479073,2026-01-25 09:59
FSL,FSL,313.6,0.22371364653245304,477777,2026-01-25 09:59
BLUSPRING,BLUSPRING,59.99,-4.000640102416386,477579,2026-01-25 09:59
CAPTRUST,CAPTRUST,16.97,2.786190187764974,476137,2026-01-25 09:59
ANANDRATHI,ANANDRATHI,2959.4,-1.6255027756540266,474666,2026-01-25 09:59
TRENT,TRENT,3755.9,-1.2592670487407354,474377,2026-01-25 09:59
PROTEAN,PROTEAN,609.3,-4.975046787273875,473519,2026-01-25 09:59
KPRMILL,KPRMILL,848.9,-1.2677366829495207,469272,2026-01-25 09:59
WAAREERTL,WAAREERTL,873.75,-3.099700565598319,467288,2026-01-25 09:59
STALLION,STALLION,197.4,-3.429382124162218,465264,2026-01-25 09:59
BECTORFOOD,BECTORFOOD,221.9,0.6121060983903851,462610,2026-01-25 09:59
TVSSCS,TVSSCS,93.96,-3.45252774352651,462285,2026-01-25 09:59
DIVISLAB,DIVISLAB,6011.5,-0.9800691813539779,460503,2026-01-25 09:59
ZYDUSLIFE,ZYDUSLIFE,882.0,-0.372754998305654,460331,2026-01-25 09:59
HEROMOTOCO,HEROMOTOCO,5384.0,-1.903981051289059,460330,2026-01-25 09:59
AEROFLEX,AEROFLEX,158.8,-4.117860161816202,460247,2026-01-25 09:59
NAUKRI,NAUKRI,1300.9,-1.4096248579007131,458295,2026-01-25 09:59
VISHWARAJ,VISHWARAJ,6.17,-5.076923076923078,458234,2026-01-25 09:59
APOLLOHOSP,APOLLOHOSP,6803.0,0.08827423863469178,458099,2026-01-25 09:59
MARINE,MARINE,170.49,-6.416730705895267,457811,2026-01-25 09:59
RATNAVEER,RATNAVEER,138.26,-1.0732684602175158,455782,2026-01-25 09:59
VCL,VCL,2.2,1.3824884792626844,455092,2026-01-25 09:59
SYSTMTXC,SYSTMTXC,81.95,-10.613001745200702,453292,2026-01-25 09:59
GREAVESCOT,GREAVESCOT,161.41,-2.2646079321828694,453278,2026-01-25 09:59
VINNY,VINNY,1.18,-1.6666666666666683,452275,2026-01-25 09:59
DATAPATTNS,DATAPATTNS,2182.5,-4.835615243742918,452250,2026-01-25 09:59
VMART,VMART,573.8,-0.6836867157074938,452035,2026-01-25 09:59
SUNDARAM,SUNDARAM,1.58,1.2820512820512833,451303,2026-01-25 09:59
ABINFRA,ABINFRA,17.99,-3.487124463519325,444978,2026-01-25 09:59
COCHINSHIP,COCHINSHIP,1488.4,-0.6541182752636466,444823,2026-01-25 09:59
PARACABLES,PARACABLES,31.39,-3.6229659195578745,444781,2026-01-25 09:59
MOL,MOL,55.75,-2.7559741845456105,442257,2026-01-25 09:59
CUMMINSIND,CUMMINSIND,3930.4,-3.3777471852106813,441947,2026-01-25 09:59
NOCIL,NOCIL,128.23,-3.4194471642690516,441351,2026-01-25 09:59
HEMIPROP,HEMIPROP,127.66,-4.029469252743959,439646,2026-01-25 09:59
DAMCAPITAL,DAMCAPITAL,178.42,-0.8226792662590429,437046,2026-01-25 09:59
PNGJL,PNGJL,557.55,-1.4929328621908207,436506,2026-01-25 09:59
NITCO,NITCO,80.62,-6.8084614495434055,434735,2026-01-25 09:59
MINDTECK,MINDTECK,211.38,1.2744346492909144,434484,2026-01-25 09:59
PARAS,PARAS,622.95,-3.8879888914603,434381,2026-01-25 09:59
JBMA,JBMA,529.0,-4.157985324757686,431556,2026-01-25 09:59
LALPATHLAB,LALPATHLAB,1376.4,-2.926863671627054,430231,2026-01-25 09:59
SUNTECK,SUNTECK,369.7,-4.924778192104933,428943,2026-01-25 09:59
ESAFSFB,ESAFSFB,28.58,-2.3573624871882517,426819,2026-01-25 09:59
MIDHANI,MIDHANI,329.7,-3.652834599649328,425803,2026-01-25 09:59
NUVAMA,NUVAMA,1332.6,-3.6651485577965772,425570,2026-01-25 09:59
GLENMARK,GLENMARK,1967.7,-1.4770678950530742,424174,2026-01-25 09:59
EIEL,EIEL,170.75,-2.9057204594563935,423745,2026-01-25 09:59
ORIENTCER,ORIENTCER,41.18,-0.024277737314877423,421060,2026-01-25 09:59
TITAGARH,TITAGARH,786.55,-1.1250785669390377,420671,2026-01-25 09:59
ASTRAL,ASTRAL,1383.9,-2.073308802717234,418236,2026-01-25 09:59
HDFCAMC,HDFCAMC,2429.7,-2.7692184561207043,417907,2026-01-25 09:59
KROSS,KROSS,193.38,-4.177196372825929,417198,2026-01-25 09:59
ARVINDFASN,ARVINDFASN,436.75,-2.8256758260095647,416030,2026-01-25 09:59
OSIAHYPER,OSIAHYPER,14.29,0.9893992932862106,415957,2026-01-25 09:59
VICTORYEV,VICTORYEV,24.2,-4.911591355599215,408000,2026-01-25 09:59
JAICORPLTD,JAICORPLTD,108.11,-3.257270693512305,407202,2026-01-25 09:59
MANKIND,MANKIND,2107.6,-1.8351187703772749,406709,2026-01-25 09:59
SRF,SRF,2713.7,-0.8114331664169111,406215,2026-01-25 09:59
OSWALPUMPS,OSWALPUMPS,399.25,-5.848366937861104,405877,2026-01-25 09:59
DWARKESH,DWARKESH,33.09,-3.2456140350877174,405362,2026-01-25 09:59
MINDACORP,MINDACORP,542.9,-3.834912762377111,402595,2026-01-25 09:59
ARISINFRA,ARISINFRA,105.55,-2.1325915623551204,400234,2026-01-25 09:59
GRAVITA,GRAVITA,1549.9,2.202439828552594,399195,2026-01-25 09:59
ICICIAMC,ICICIAMC,2776.9,-0.22277316661276342,397935,2026-01-25 09:59
FABTECH,FABTECH,160.65,-6.244528742340233,397456,2026-01-25 09:59
QUESS,QUESS,195.67,-2.3992418196328824,395852,2026-01-25 09:59
GENUSPOWER,GENUSPOWER,256.7,-1.6286644951140066,394466,2026-01-25 09:59
AEROENTER,AEROENTER,79.71,-7.453848833159181,394362,2026-01-25 09:59
SGFIN,SGFIN,375.75,-0.896742713965443,391006,2026-01-25 09:59
RKFORGE,RKFORGE,510.5,-0.4873294346978557,389553,2026-01-25 09:59
BTML,BTML,8.12,4.5045045045045,387651,2026-01-25 09:59
MFSL,MFSL,1599.0,-1.7632241813602043,387475,2026-01-25 09:59
ROTO,ROTO,57.52,-2.0269119400442817,386695,2026-01-25 09:59
HIMATSEIDE,HIMATSEIDE,98.11,-5.390549662487949,386532,2026-01-25 09:59
DCXINDIA,DCXINDIA,159.57,-3.202911737943586,385251,2026-01-25 09:59
EPL,EPL,202.69,-1.549446279386049,385010,2026-01-25 09:59
KAJARIACER,KAJARIACER,934.15,-5.973829894313036,383467,2026-01-25 09:59
WALCHANNAG,WALCHANNAG,152.07,-3.3985516452801385,382987,2026-01-25 09:59
LTFOODS,LTFOODS,345.9,-1.1149228130360302,382311,2026-01-25 09:59
COHANCE,COHANCE,381.6,-1.3571151609150833,380413,2026-01-25 09:59
JSL,JSL,745.95,-1.4532003434837175,378056,2026-01-25 09:59
IRISDOREME,IRISDOREME,31.09,-2.171176840780369,376790,2026-01-25 09:59
KHAICHEM,KHAICHEM,57.13,-5.178423236514519,376726,2026-01-25 09:59
SPIC,SPIC,72.24,-2.7856277755349312,376495,2026-01-25 09:59
SIKKO,SIKKO,4.13,-0.9592326139088737,376009,2026-01-25 09:59
EMAMILTD,EMAMILTD,504.45,0.37807183364838864,375429,2026-01-25 09:59
DBL,DBL,466.15,1.3920609026644866,375254,2026-01-25 09:59
SONATSOFTW,SONATSOFTW,308.2,-1.67490827883235,371675,2026-01-25 09:59
ANTGRAPHIC,ANTGRAPHIC,0.92,-2.1276595744680753,370528,2026-01-25 09:59
RITES,RITES,217.79,-1.6926965784959829,370462,2026-01-25 09:59
ELECON,ELECON,375.0,-0.9639508781196297,370363,2026-01-25 09:59
APTUS,APTUS,259.7,-2.055440316801806,369166,2026-01-25 09:59
GICL,GICL,46.15,0.9846827133479119,369000,2026-01-25 09:59
PNCINFRA,PNCINFRA,216.3,-3.930712858094601,368961,2026-01-25 09:59
ICIL,ICIL,224.5,-3.4408602150537635,368775,2026-01-25 09:59
FIVESTAR,FIVESTAR,512.7,-0.2917152858809801,368658,2026-01-25 09:59
POLYCAB,POLYCAB,6722.0,-3.957708244034862,368113,2026-01-25 09:59
NRL,NRL,51.43,-3.1632460930144974,367834,2026-01-25 09:59
JARO,JARO,504.15,-4.6795235394214405,366684,2026-01-25 09:59
EICHERMOT,EICHERMOT,6973.0,-1.078167115902965,365996,2026-01-25 09:59
RAMCOIND,RAMCOIND,302.75,3.8593481989708405,364215,2026-01-25 09:59
CIFL,CIFL,32.47,-0.0615574022776335,364042,2026-01-25 09:59
ALANKIT,ALANKIT,9.77,0.9297520661157012,361732,2026-01-25 09:59
GOLDIAM,GOLDIAM,296.95,-4.039424785910486,361273,2026-01-25 09:59
ARSSBL,ARSSBL,593.65,-2.013699760666839,361025,2026-01-25 09:59
SUPREMEIND,SUPREMEIND,3488.5,0.020069958139796378,360984,2026-01-25 09:59
SCHNEIDER,SCHNEIDER,606.7,-2.585099550417455,360527,2026-01-25 09:59
